"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/19/2015","Academy Sports","NNT ACADEMY SPORTS 730291 7513NORTH IH-35 AUSTIN TX Card 15 #4032","59.17","debit","Check","PLUS CHECKING","",""
"11/19/2015","Pinthouse Pizza, LLC","Check Card: Pinthouse PizzaCheck Card: Pinthouse Pizza Austin TX  11/17/15Card 15 #4032","13.39","debit","Check","PLUS CHECKING","",""
"11/18/2015","Upper Crust","Check Card: UPPERCRUST BAKERYCheck Card: UPPERCRUST BAKERY AUSTIN TX  11/17/15Card 15 #8212","7.96","debit","Dentist","PLUS CHECKING","",""
"11/18/2015","Car Go Tx","Check Card: CAR2GO 877-488-4224Check Card: CAR2GO 877-488-4224 TX  11/18/15Card 15 #4032","6.34","debit","Check","PLUS CHECKING","",""
"11/17/2015","Bark N Purr","Check Card: BARK N PURR AUSTINCheck Card: BARK N PURR AUSTIN TX  11/16/15Card 15 #8212","59.53","debit","Groceries","PLUS CHECKING","",""
"11/17/2015","Austin Dermcare","Check Card: AUSTIN DERMCARE MSOPLL AUSTIN TX  11/16/15Card 15 #8212","40.00","debit","Doctor","PLUS CHECKING","",""
"11/17/2015","Randalls","RANDALLS STORE 2481 AUSTIN TXRANDALLS STORE 2481 AUSTIN TX Card 15 #8212","41.79","debit","Groceries","PLUS CHECKING","",""
"11/17/2015","Shell","SHELL Service Station AUSTIN TXSHELL Service Station AUSTIN TX Card 15 #8212","35.79","debit","Gas & Fuel","PLUS CHECKING","",""
"11/17/2015","Trader Joe's","TRADER JOE'S #453 QPS 2805 BEECAVES RD #400 AUSTIN TX Card 15 #8212","66.50","debit","Groceries","PLUS CHECKING","",""
"11/16/2015","ATM Withdrawal","ATM Withdrawal #000000005144UNIVERSITY FCU 3305 Steck Ave Austin TX457302Card 15 #8212","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"11/15/2015","Taco Shack","Check Card: TACO SHACK 1 AUSTINCheck Card: TACO SHACK 1 AUSTIN TX  11/14/15Card 15 #4032","37.13","debit","Check","PLUS CHECKING","",""
"11/14/2015","Randalls","RANDALLS STORE 2483 AUSTIN TXRANDALLS STORE 2483 AUSTIN TX Card 15 #8212","115.34","debit","Groceries","PLUS CHECKING","",""
"11/13/2015","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","6000.00","credit","Transfer","REGULAR SAVINGS","",""
"11/13/2015","Wendy's","Check Card: WENDY'S 126 AUSTINCheck Card: WENDY'S 126 AUSTIN TX  11/12/15Card 15 #4032","8.64","debit","Check","PLUS CHECKING","",""
"11/13/2015","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","6000.00","debit","Transfer","PLUS CHECKING","",""
"11/13/2015","Interest Charge","PURCHASE INTEREST CHARGE","4.33","debit","Finance Charge","CREDIT CARD","",""
"11/12/2015","Chevron","Check Card: CHEVRON 00107135Check Card: CHEVRON 00107135 AUSTIN TX  11/12/15Card 15 #4032","31.28","debit","Gas & Fuel","PLUS CHECKING","",""
"11/12/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  11/12/15Card 15 #8212","5.40","debit","Check","PLUS CHECKING","",""
"11/12/2015","Transfer to CREDIT CARD","CHASE TYPE: AUTOPAY  ID:CHASE TYPE: AUTOPAY  ID: 4760039224  CO: CHASE ACH ECC PPD","25.00","debit","Credit Card Payment","PLUS CHECKING","",""
"11/11/2015","Car Go Tx","Check Card: CAR2GO 877-488-4224Check Card: CAR2GO 877-488-4224 TX  11/10/15Card 15 #4032","6.27","debit","Check","PLUS CHECKING","",""
"11/11/2015","Rosedale Market","ROSEDALE MARKET 1309 W 45TH STROSEDALE MARKET 1309 W 45TH ST AUSTIN TX Card 15 #4032","2.66","debit","Gas & Fuel","PLUS CHECKING","",""
"11/11/2015","Randalls","RANDALLS STORE 2481 AUSTIN TXRANDALLS STORE 2481 AUSTIN TX Card 15 #8212","86.77","debit","Groceries","PLUS CHECKING","",""
"11/10/2015","Freshbooks De","Check Card: FRESHBOOKSCheck Card: FRESHBOOKS 866-3036061 DE  11/08/15Card 15 #4032","9.95","debit","Check","PLUS CHECKING","",""
"11/10/2015","Transfer from Plus Checking","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/09/2015","Univ Tx Austin","UNIV TX AUSTIN : UT PAYMENTID: 1746000203CO: UNIV TX AUSTIN ACH ECC CTX","2000.00","credit","Income","PLUS CHECKING","",""
"11/09/2015","Car Go Tx","Check Card: CAR2GO 877-488-4224Check Card: CAR2GO 877-488-4224 TX  11/09/15Card 15 #4032","12.07","debit","Check","PLUS CHECKING","",""
"11/09/2015","Fid Bkg Svc","FID BKG SVC LLC : ACH  ID:1042785576CO: FID BKG SVC LLC ACH ECC PPD","2643.68","credit","Income","PLUS CHECKING","",""
"11/08/2015","ULTA","ULTA 3 AUSTIN TX Card 15 #8212","19.46","debit","Check","PLUS CHECKING","",""
"11/08/2015","Whole Foods","WHOLEFDS GWY 100 9607 R AustinWHOLEFDS GWY 100 9607 R Austin TX Card 15 #8212","57.16","debit","Groceries","PLUS CHECKING","",""
"11/08/2015","AutoZone","AUTOZONE 1317 6313 BUR AUSTINAUTOZONE 1317 6313 BUR AUSTIN TX Card 15 #8212","20.56","debit","Check","PLUS CHECKING","",""
"11/08/2015","Stinsons Bistro","Check Card: STINSONS BISTROCheck Card: STINSONS BISTRO AUSTIN TX  11/06/15Card 15 #8212","4.90","debit","Check","PLUS CHECKING","",""
"11/08/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  11/08/15Card 15 #4032","21.61","debit","Check","PLUS CHECKING","",""
"11/08/2015","HEB","HEB #202 5808 BURNETT ROADHEB #202 5808 BURNETT ROAD AUSTIN TX Card 15 #8212","300.00","debit","Groceries","PLUS CHECKING","",""
"11/08/2015","Rebel Pizza Llc","Check Card: REBEL PIZZA LLCCheck Card: REBEL PIZZA LLC AUSTIN TX  11/07/15Card 15 #8212","61.05","debit","Check","PLUS CHECKING","",""
"11/07/2015","Target","TARGET T-1542 5621 N I H 35TARGET T-1542 5621 N I H 35 Austin TX Card 15 #8212","160.61","debit","Check","PLUS CHECKING","",""
"11/06/2015","Freedmens","Check Card: FREEDMENS AUSTIN TXCheck Card: FREEDMENS AUSTIN TX  11/06/15Card 15 #4032","72.50","debit","KLE expenses","PLUS CHECKING","",""
"11/06/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  11/06/15Card 15 #4032","1.40","debit","Check","PLUS CHECKING","",""
"11/06/2015","Time Warner","TIME WARNER CABL TYPE: TW CABLEID: C826016000 CO: TIME WARNER CABL ACH ECC WEB","166.47","debit","Television","PLUS CHECKING","",""
"11/06/2015","Starbucks","Check Card: ARAMARK SACSTARBUCKS AUSTIN TX  11/05/15Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"11/06/2015","Ut Payroll Ut","UT Payroll CO: UT Payroll","642.50","credit","Paycheck","PLUS CHECKING","",""
"11/06/2015","Aramark","Check Card: ARAMARK STUDENTACTIVIT AUSTIN TX  11/05/15Card 15 #4032","6.87","debit","Check","PLUS CHECKING","",""
"11/06/2015","Medsavers Pharmacy","Check Card: MEDSAVERS PHARMACYCheck Card: MEDSAVERS PHARMACY AUSTIN TX  11/05/15Card 15 #8212","39.12","debit","Check","PLUS CHECKING","",""
"11/06/2015","Upper Crust","Check Card: UPPERCRUST BAKERYCheck Card: UPPERCRUST BAKERY AUSTIN TX  11/05/15Card 15 #8212","3.68","debit","Dentist","PLUS CHECKING","",""
"11/06/2015","Home Depot","NST THE HOME DEPOT 632326 1200BARBARA JORDAN BLV AUSTIN TX Card 15 #4032","95.18","debit","Check","PLUS CHECKING","",""
"11/05/2015","Rosedale Market","ROSEDALE MARKET 1309 W AUSTINROSEDALE MARKET 1309 W AUSTIN TX Card 15 #8212","9.73","debit","Groceries","PLUS CHECKING","",""
"11/05/2015","Noodles & Company","Check Card: NOODLES  and  CO910 AUSTIN TX  11/04/15Card 15 #4032","9.19","debit","Check","PLUS CHECKING","",""
"11/05/2015","Jefferson Street F","Check Card: JEFFERSON STREET FCheck Card: JEFFERSON STREET F AUSTIN TX  11/05/15Card 15 #8212","25.00","debit","Doctor","PLUS CHECKING","",""
"11/05/2015","Magnolia Cafe","Check Card: MAGNOLIA CAFECheck Card: MAGNOLIA CAFE 5124788645 TX  11/04/15Card 15 #4032","26.95","debit","Check","PLUS CHECKING","",""
"11/04/2015","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","117.30","debit","Groceries","PLUS CHECKING","",""
"11/04/2015","Exxon","Check Card: EXXONMOBIL 47947981AUSTIN TX  11/03/15Card 15 #8212","37.82","debit","Gas & Fuel","PLUS CHECKING","",""
"11/04/2015","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","141.42","debit","Home Insurance","PLUS CHECKING","",""
"11/04/2015","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","429.50","debit","Auto Insurance","PLUS CHECKING","",""
"11/04/2015","Car Go Tx","Check Card: CAR2GO 877-488-4224Check Card: CAR2GO 877-488-4224 TX  11/03/15Card 15 #4032","13.48","debit","Check","PLUS CHECKING","",""
"11/03/2015","Austin","UNIV TX AUSTIN TYPE: UT EFTRECVID: 1746000203 CO: UNIV TX AUSTIN ACH ECC PPD","10.00","debit","Education","PLUS CHECKING","",""
"11/03/2015","Bennettsull Ca","#530629894644  PAYPAL*BENNETTSULL 402-935-7733 CA  Card 15 #4032","4.99","debit","Check","PLUS CHECKING","",""
"11/03/2015","Can Do Yoga","Check Card: SQ *CAN DO YOGA,LIFE C Austin TX  11/02/15Card 15 #8212","125.00","debit","Check","PLUS CHECKING","",""
"11/03/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  11/03/15Card 15 #4032","1.40","debit","Check","PLUS CHECKING","",""
"11/02/2015","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031006  CO: ATT ACH ECC CCD","611.05","debit","Mobile Phone","PLUS CHECKING","",""
"11/02/2015","B & T Mortgage","BB and T Mortgage 2013BB and T Mortgage 2013 0695116297","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"11/01/2015","Randalls","RANDALLS STORE 2481 AUSTIN TXRANDALLS STORE 2481 AUSTIN TX Card 15 #8212","16.04","debit","Groceries","PLUS CHECKING","",""
"10/31/2015","ATM Withdrawal","ATM Withdrawal #000000004304UNIVERSITY FCU 4611 Guadalupe St Austin TX457307Card 15 #4032","160.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/31/2015","Tiered Rate Apy","Tiered Rate APY Earned  0.01%Tiered Rate APY Earned  0.01% 10/01/15 to 10/31/15","0.05","credit","Income","PLUS CHECKING","",""
"10/31/2015","In Electric Avenue","Check Card: IN *ELECTRIC AVENUEINT 512-7960301 TX  10/29/15Card 15 #4032","15.16","debit","Check","PLUS CHECKING","",""
"10/31/2015","Ut Payroll Ut","UT Payroll CO: UT Payroll","4118.13","credit","Paycheck","PLUS CHECKING","",""
"10/30/2015","Flying Saucer","Check Card: THE FLYING SAUCERCheck Card: THE FLYING SAUCER AUSTIN TX  10/29/15Card 15 #4032","11.74","debit","Check","PLUS CHECKING","",""
"10/30/2015","Austin Energy","AUSTIN ENERGY-ELECTRIC  andAUSTIN ENERGY-ELECTRIC  and  WATER 0695093643","333.52","debit","Utilities","PLUS CHECKING","",""
"10/30/2015","Texas Comptrollr Reg","TEXAS COMPTROLLR : REG SALARYID: 1746000089CO: TEXAS COMPTROLLR ACH ECC PPD","1567.16","credit","Paycheck","PLUS CHECKING","",""
"10/30/2015","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","103.96","debit","Groceries","PLUS CHECKING","",""
"10/30/2015","Mandola Italian","Check Card: MANDOLA'S ITALIANCheck Card: MANDOLA'S ITALIAN AUSTIN TX  10/29/15Card 15 #4032","40.89","debit","Check","PLUS CHECKING","",""
"10/29/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  10/29/15Card 15 #4032","2.99","debit","Check","PLUS CHECKING","",""
"10/28/2015","Stinsons Bistro","Check Card: STINSONS BISTROCheck Card: STINSONS BISTRO AUSTIN TX  10/27/15Card 15 #8212","4.90","debit","Check","PLUS CHECKING","",""
"10/28/2015","Randalls","RANDALLS STORE 2481 AUSTIN TXRANDALLS STORE 2481 AUSTIN TX Card 15 #8212","44.46","debit","Groceries","PLUS CHECKING","",""
"10/26/2015","Penn Mutual Life Insurance","Penn Mutual Life Ins.Penn Mutual Life Ins. 0695093636","236.64","debit","Financial","PLUS CHECKING","",""
"10/26/2015","American Express","American Express 0695093639","120.00","debit","Credit Card Payment","PLUS CHECKING","",""
"10/26/2015","Austin Sports Medicine","Austin Sports MedicineAustin Sports Medicine 0695093668","718.76","debit","Doctor","PLUS CHECKING","",""
"10/25/2015","Cox Statesman Subscrip","Check Card: COX*STATESMANSUBSCRIP 512-445-4040 TX  10/25/15Card 15 #8212","32.99","debit","Check","PLUS CHECKING","",""
"10/23/2015","Randalls","RANDALLS STORE 2481 AUSTIN TXRANDALLS STORE 2481 AUSTIN TX Card 15 #8212","31.72","debit","Groceries","PLUS CHECKING","",""
"10/23/2015","Old Navy","OLD NAVY US 6524 1201 BARBARAJORDAN BLV AUSTIN TX Card 15 #8212","41.58","debit","Check","PLUS CHECKING","",""
"10/22/2015","Pinthouse Pizza, LLC","Check Card: Pinthouse PizzaCheck Card: Pinthouse Pizza Austin TX  10/20/15Card 15 #4032","10.00","debit","Check","PLUS CHECKING","",""
"10/22/2015","Randalls","RANDALLS STORE 2471 AUSTIN TXRANDALLS STORE 2471 AUSTIN TX Card 15 #4032","17.31","debit","Groceries","PLUS CHECKING","",""
"10/22/2015","Whole Foods","WHOLEFDS GWY 100 9607 R AustinWHOLEFDS GWY 100 9607 R Austin TX Card 15 #8212","55.84","debit","Groceries","PLUS CHECKING","",""
"10/22/2015","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #8212","356.02","debit","Groceries","PLUS CHECKING","",""
"10/22/2015","Shell","Check Card: SHELL OIL54204200429 AUSTIN TX  10/21/15Card 15 #4032","2.77","debit","Gas & Fuel","PLUS CHECKING","",""
"10/22/2015","Ut Payroll Ut","UT Payroll CO: UT Payroll","588.46","credit","Paycheck","PLUS CHECKING","",""
"10/21/2015","Rosedale Market","ROSEDALE MARKET 1309 W 45TH STROSEDALE MARKET 1309 W 45TH ST AUSTIN TX Card 15 #8212","23.57","debit","Gas & Fuel","PLUS CHECKING","",""
"10/21/2015","Billys On Burnet","Check Card: BILLY'S ON BURNETTCheck Card: BILLY'S ON BURNETT AUSTIN TX  10/20/15Card 15 #4032","16.09","debit","Check","PLUS CHECKING","",""
"10/20/2015","Mr Gatti Austin","Check Card: MR GATTI'S #0110Check Card: MR GATTI'S #0110 AUSTIN TX  10/19/15Card 15 #4032","19.23","debit","Check","PLUS CHECKING","",""
"10/20/2015","Check","2063","200.00","debit","Check","PLUS CHECKING","",""
"10/19/2015","Nordstrom","Check Card: NORDSTROM #0736Check Card: NORDSTROM #0736 AUSTIN TX  10/18/15Card 15 #8212","27.03","debit","Check","PLUS CHECKING","",""
"10/19/2015","Target","TARGET T-1542 5621 N I H 35TARGET T-1542 5621 N I H 35 Austin TX Card 15 #8212","37.85","debit","Check","PLUS CHECKING","",""
"10/19/2015","G.H. Bass & Co.","Check Card: GH BASS  and  CO#4608 ROUND ROCK TX  10/17/15Card 15 #8212","70.35","debit","Check","PLUS CHECKING","",""
"10/19/2015","Starbucks","Check Card: STARBUCKS #09612AUSTIN Austin TX  10/19/15Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"10/19/2015","Whole Earth Provision","Check Card: WHOLE EARTHPROVISION AUSTIN TX  10/18/15Card 15 #8212","74.73","debit","Check","PLUS CHECKING","",""
"10/19/2015","Texaco","Check Card: TEXACO 00354626Check Card: TEXACO 00354626 AUSTIN TX  10/19/15Card 15 #8212","38.26","debit","Gas & Fuel","PLUS CHECKING","",""
"10/18/2015","Fandango","Check Card: FANDANGO.COMCheck Card: FANDANGO.COM FANDANGO.COM CA  10/18/15Card 15 #8212","32.56","debit","Check","PLUS CHECKING","",""
"10/18/2015","Randalls","RANDALLS STORE 2481 1500 WEST35TH STREET AUSTIN TX Card 15 #8212","55.47","debit","Groceries","PLUS CHECKING","",""
"10/17/2015","REI","REI #103 AUSTIN 601 N L AUSTINREI #103 AUSTIN 601 N L AUSTIN TX Card 15 #8212","99.08","debit","Check","PLUS CHECKING","",""
"10/16/2015","Kut Radio","Check Card: KUT RADIO UT AUSTIN512-4711631 TX  10/15/15Card 15 #8212","15.00","debit","Charity","PLUS CHECKING","",""
"10/14/2015","Torchys Tacos","Check Card: TORCHYS TACOS - 7 -BU AUSTIN TX  10/14/15Card 15 #8212","7.22","debit","Check","PLUS CHECKING","",""
"10/13/2015","Austin Energy","AUSTIN ENERGY-ELECTRIC  andAUSTIN ENERGY-ELECTRIC  and  WATER 0695065205","355.27","debit","Utilities","PLUS CHECKING","",""
"10/13/2015","Crown And Anchor Pub","Check Card: CROWN AND ANCHORCheck Card: CROWN AND ANCHOR AUSTIN TX  10/11/15Card 15 #4032","11.25","debit","Check","PLUS CHECKING","",""
"10/13/2015","Texas Gas Service","Texas Gas Service 0695065370","60.55","debit","Bills & Utilities","PLUS CHECKING","",""
"10/12/2015","Starbucks","Check Card: STARBUCKS #06330AUSTIN Austin TX  10/12/15Card 15 #4032","2.17","debit","Check","PLUS CHECKING","",""
"10/12/2015","Toll Msb Tx","Check Card: TOLL/MSB888-811-4565 800-5687004 TX  10/10/15Card 15 #8212","24.64","debit","Check","PLUS CHECKING","",""
"10/11/2015","Ntta Cust Svc","Check Card: NTTA CUST SVCONLINE 972-818-6882 TX  10/11/15Card 15 #8212","8.08","debit","Check","PLUS CHECKING","",""
"10/11/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  10/11/15Card 15 #4032","5.40","debit","Check","PLUS CHECKING","",""
"10/10/2015","Bark N Purr","BARK N PURR AUSTIN TX Card 15BARK N PURR AUSTIN TX Card 15 #8212","59.53","debit","Groceries","PLUS CHECKING","",""
"10/10/2015","Billys On Burnet","Check Card: BILLY'S ON BURNETTCheck Card: BILLY'S ON BURNETT AUSTIN TX  10/09/15Card 15 #8212","31.73","debit","Check","PLUS CHECKING","",""
"10/10/2015","Billys On Burnet","Check Card: BILLY'S ON BURNETTCheck Card: BILLY'S ON BURNETT AUSTIN TX  10/09/15Card 15 #8212","37.25","debit","Check","PLUS CHECKING","",""
"10/10/2015","Cost Plus World Market","COST PLUS WLD #74 AUSTIN TXCOST PLUS WLD #74 AUSTIN TX Card 15 #8212","3.24","debit","Check","PLUS CHECKING","",""
"10/10/2015","Birds Barber Shop LLC","Check Card: BIRDS BARBERSHOPCheck Card: BIRDS BARBERSHOP AUSTIN TX  10/09/15Card 15 #4032","29.00","debit","Check","PLUS CHECKING","",""
"10/10/2015","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #4032","16.74","debit","Groceries","PLUS CHECKING","",""
"10/10/2015","Exxon","Check Card: EXXONMOBIL 48030522AUSTIN TX  10/09/15Card 15 #4032","3.02","debit","Gas & Fuel","PLUS CHECKING","",""
"10/10/2015","Whole Foods","WHOLEFDS GWY 100 9607 R AustinWHOLEFDS GWY 100 9607 R Austin TX Card 15 #8212","30.38","debit","Groceries","PLUS CHECKING","",""
"10/09/2015","Target","TARGET T-2409 10107 ResearchTARGET T-2409 10107 Research Blvd Austin TX Card 15 #8212","92.83","debit","Check","PLUS CHECKING","",""
"10/09/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  10/09/15Card 15 #4032","12.21","debit","Check","PLUS CHECKING","",""
"10/09/2015","Haymaker","Check Card: HAYMAKER AUSTIN TXCheck Card: HAYMAKER AUSTIN TX  10/08/15Card 15 #4032","170.79","debit","Hide from Budgets & Trends","PLUS CHECKING","",""
"10/09/2015","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #8212","197.14","debit","Groceries","PLUS CHECKING","",""
"10/09/2015","Costco Gas","COSTCO GAS #0681 10401 RESEARCHCOSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #8212","32.41","debit","Gas & Fuel","PLUS CHECKING","",""
"10/09/2015","Freshbooks De","Check Card: FRESHBOOKSCheck Card: FRESHBOOKS 866-3036061 DE  10/08/15Card 15 #4032","9.95","debit","Check","PLUS CHECKING","",""
"10/09/2015","Check","2062","100.00","debit","Check","PLUS CHECKING","",""
"10/08/2015","HEB","HEB #202 5808 BURNETT ROADHEB #202 5808 BURNETT ROAD AUSTIN TX Card 15 #8212","300.00","debit","Groceries","PLUS CHECKING","",""
"10/08/2015","Wendy's","Check Card: WENDY'S 126 AUSTINCheck Card: WENDY'S 126 AUSTIN TX  10/07/15Card 15 #4032","7.56","debit","Check","PLUS CHECKING","",""
"10/07/2015","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #8212","100.77","debit","Groceries","PLUS CHECKING","",""
"10/07/2015","Fricano's Deli Catering","Check Card: FRICANOS DELICATERING AUSTIN TX  10/06/15Card 15 #4032","15.38","debit","Check","PLUS CHECKING","",""
"10/06/2015","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","439.50","debit","Auto Insurance","PLUS CHECKING","",""
"10/06/2015","Time Warner","TIME WARNER CABL TYPE: TW CABLEID: C826016000 CO: TIME WARNER CABL ACH ECC WEB","166.49","debit","Television","PLUS CHECKING","",""
"10/06/2015","Beauty Store & Salon","Check Card: THE BEAUTY STORESALON AUSTIN TX  10/05/15Card 15 #8212","25.98","debit","Check","PLUS CHECKING","",""
"10/06/2015","REI","Check Card: REI COM 800-4264840Check Card: REI COM 800-4264840 WA  10/05/15Card 15 #8212","51.67","debit","Check","PLUS CHECKING","",""
"10/05/2015","Torchys Tacos","Check Card: TORCHYS TACOS - 7 -BU AUSTIN TX  10/05/15Card 15 #4032","8.12","debit","Check","PLUS CHECKING","",""
"10/05/2015","Chevron","Check Card: CHEVRON LAKE AUSTINAUSTIN TX  10/02/15Card 15 #8212","9.50","debit","Gas & Fuel","PLUS CHECKING","",""
"10/05/2015","Fid Bkg Svc","FID BKG SVC LLC : ACH  ID:1042785576CO: FID BKG SVC LLC ACH ECC PPD","3519.88","credit","Income","PLUS CHECKING","",""
"10/05/2015","Starbucks","Check Card: STARBUCKS #09612AUSTIN Austin TX  10/05/15Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"10/05/2015","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","141.42","debit","Home Insurance","PLUS CHECKING","",""
"10/05/2015","Acl Fest","Check Card: ACL Fest 2015Check Card: ACL Fest 2015 AUSTIN TX  10/03/15Card 15 #8212","80.00","debit","Check","PLUS CHECKING","",""
"10/05/2015","Thundercloud Subs Austin","Check Card: THUNDERCLOUD SUBS 1AUSTIN TX  10/03/15Card 15 #4032","32.72","debit","Check","PLUS CHECKING","",""
"10/05/2015","Waterloo Ice House","Check Card: WATERLOO ICEHOUSE-BURN 512-4586544 TX  10/04/15Card 15 #4032","29.17","debit","Check","PLUS CHECKING","",""
"10/04/2015","A-Tex Family Fun Ctr","A-TEX FAMILY FUN CNTR AUSTIN TXA-TEX FAMILY FUN CNTR AUSTIN TX Card 15 #8212","9.20","debit","Check","PLUS CHECKING","",""
"10/04/2015","Lowe's","LOWE'S #1727 8000 SHOAL CREEKLOWE'S #1727 8000 SHOAL CREEK BLVD AUSTIN TX Card 15 #4032","4.30","debit","Check","PLUS CHECKING","",""
"10/03/2015","Sq Fine Folded","Check Card: SQ *FINE  andFOLDED HAND Austin TX  10/02/15Card 15 #8212","20.00","debit","Check","PLUS CHECKING","",""
"10/03/2015","Bennettsull Ca","#527522894911  PAYPAL*BENNETTSULL 402-935-7733 CA  Card 15 #4032","4.99","debit","Check","PLUS CHECKING","",""
"10/03/2015","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #4032","11.58","debit","Groceries","PLUS CHECKING","",""
"10/03/2015","ATM Withdrawal","ATM Withdrawal #000000007319UNIVERSITY FCU 4611 Guadalupe St Austin TX457307Card 15 #8212","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/03/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  10/03/15Card 15 #4032","1.40","debit","Check","PLUS CHECKING","",""
"10/02/2015","Sirius Radio","#527525000654SXM*SIRIUSXM.COM/ACCT 888-635-5144 NY  Card 15 #8212","201.86","debit","Check","PLUS CHECKING","",""
"10/02/2015","Taco Flats Tx","Check Card: TACO FLATSCheck Card: TACO FLATS 512-6199848 TX  10/01/15Card 15 #8212","14.07","debit","Check","PLUS CHECKING","",""
"10/01/2015","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031006  CO: ATT ACH ECC CCD","426.66","debit","Mobile Phone","PLUS CHECKING","",""
"10/01/2015","B & T Mortgage","BB and T Mortgage 2013BB and T Mortgage 2013 0695040671","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"10/01/2015","North Austin Surgery Ctr","NORTH AUSTIN SURGERY CENT","424.57","debit","Doctor","CREDIT CARD","",""
"10/01/2015","Annual Membership Fee","ANNUAL MEMBERSHIP FEE","69.00","debit","Service Fee","CREDIT CARD","",""
"9/30/2015","Tiered Rate Apy","Tiered Rate APY Earned  0.14%Tiered Rate APY Earned  0.14% 07/01/15 to 09/30/15","1.02","credit","Income","REGULAR SAVINGS","",""
"9/30/2015","Tiered Rate Apy","Tiered Rate APY Earned  0.01%Tiered Rate APY Earned  0.01% 09/01/15 to 09/30/15","0.05","credit","Income","PLUS CHECKING","",""
"9/30/2015","Whataburger","Check Card: WHATABURGER 162 Q26AUSTIN TX  09/29/15Card 15 #4032","7.35","debit","Check","PLUS CHECKING","",""
"9/30/2015","Texas Comptrollr Reg","TEXAS COMPTROLLR : REG SALARYID: 1746000089CO: TEXAS COMPTROLLR ACH ECC PPD","1567.15","credit","Paycheck","PLUS CHECKING","",""
"9/30/2015","Austin","UNIV TX AUSTIN TYPE: UT EFTRECVID: 1746000203 CO: UNIV TX AUSTIN ACH ECC PPD","2000.00","debit","Jeremy","PLUS CHECKING","",""
"9/30/2015","Torchys Tacos","Check Card: TORCHYS TACOS - 7 -BU AUSTIN TX  09/30/15Card 15 #4032","4.06","debit","Check","PLUS CHECKING","",""
"9/29/2015","Around The Corner Store","Check Card: Around The CornerStore Austin TX  09/27/15Card 15 #4032","3.78","debit","Gas & Fuel","PLUS CHECKING","",""
"9/29/2015","Check","2060","75.00","debit","Check","PLUS CHECKING","",""
"9/29/2015","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  09/29/15Card 15 #4032","2.99","debit","Check","PLUS CHECKING","",""
"9/29/2015","Aramark","Check Card: ARAMARK STUDENTACTIVIT AUSTIN TX  09/28/15Card 15 #4032","6.87","debit","Check","PLUS CHECKING","",""
